Time,County,Sales,Type
2015-11,Sedgwick,,Medical
2015-11,Sedgwick,,Recreational
2015-11,Summit,214387.0,Medical
2015-11,Summit,1022796.0,Recreational
2015-11,Teller,,Medical
2015-11,Weld,361925.0,Medical
2015-11,Weld,1688077.0,Recreational
2015-12,Adams,441833.0,Medical
2015-12,Adams,2706310.0,Recreational
2015-12,Alamosa,,Medical
2015-12,Arapahoe,1606205.0,Medical
2015-12,Arapahoe,6055214.0,Recreational
2015-12,Archuleta,,Medical
2015-12,Archuleta,,Recreational
2015-12,Boulder,2807281.0,Medical
2015-12,Boulder,4621551.0,Recreational
2015-12,Chaffee,,Medical
2015-12,Chaffee,,Recreational
2015-12,Clear Creek,81631.0,Medical
2015-12,Clear Creek,492005.0,Recreational
2015-12,Conejos,,Recreational
2015-12,Costilla,,Medical
2015-12,Costilla,,Recreational
2015-12,Denver,16255498.0,Medical
2015-12,Denver,19339032.0,Recreational
2015-12,Eagle,273264.0,Medical
2015-12,Eagle,948426.0,Recreational
2015-12,El Paso,7639235.0,Medical
2015-12,El Paso,,Recreational
2015-12,Fremont,160693.0,Medical
2015-12,Garfield,318985.0,Medical
2015-12,Garfield,801776.0,Recreational
2015-12,Gilpin,,Medical
2015-12,Gilpin,145319.0,Recreational
2015-12,Grand,,Medical
2015-12,Grand,274910.0,Recreational
2015-12,Gunnison,,Medical
2015-12,Gunnison,365817.0,Recreational
2015-12,Huerfano,,Recreational
2015-12,Jefferson,1745285.0,Medical
2015-12,Jefferson,3153194.0,Recreational
2015-12,La Plata,370071.0,Medical
2015-12,La Plata,1460381.0,Recreational
2015-12,Lake,,Recreational
2015-12,Larimer,1374506.0,Medical
2015-12,Larimer,2818206.0,Recreational
2015-12,Las Animas,,Medical
2015-12,Las Animas,921083.0,Recreational
2015-12,Mesa,,Medical
2015-12,Mesa,,Recreational
2015-12,Moffat,,Medical
2015-12,Montezuma,89934.0,Medical
2015-12,Montezuma,559469.0,Recreational
2015-12,Montrose,,Medical
2015-12,Morgan,,Medical
2015-12,Morgan,,Recreational
2015-12,Ouray,,Medical
2015-12,Ouray,,Recreational
2015-12,Park,,Medical
2015-12,Park,188927.0,Recreational
2015-12,Pitkin,83107.0,Medical
2015-12,Pitkin,895847.0,Recreational
2015-12,Pueblo,1251262.0,Medical
2015-12,Pueblo,1530280.0,Recreational
2015-12,Routt,203563.0,Medical
2015-12,Routt,655561.0,Recreational
2015-12,Saguache,,Recreational
2015-12,San Juan,,Recreational
2015-12,San Miguel,45244.0,Medical
2015-12,San Miguel,275068.0,Recreational
2015-12,Sedgwick,,Medical
2015-12,Sedgwick,,Recreational
2015-12,Summit,234110.0,Medical
2015-12,Summit,1750307.0,Recreational
2015-12,Teller,,Medical
2015-12,Weld,384896.0,Medical
2015-12,Weld,1849039.0,Recreational
2016-01,Adams,363668.0,Medical
2016-01,Adams,2544485.0,Recreational
2016-01,Alamosa,,Medical
2016-01,Arapahoe,1547734.0,Medical
2016-01,Arapahoe,5949573.0,Recreational
2016-01,Archuleta,,Medical
2016-01,Archuleta,,Recreational
2016-01,Boulder,2565967.0,Medical
2016-01,Boulder,4499880.0,Recreational
2016-01,Chaffee,,Medical
2016-01,Chaffee,268240.0,Recreational
2016-01,Clear Creek,103212.0,Medical
2016-01,Clear Creek,550192.0,Recreational
2016-01,Conejos,,Recreational
2016-01,Costilla,,Medical
2016-01,Costilla,,Recreational
2016-01,Denver,14692917.0,Medical
2016-01,Denver,18969263.0,Recreational
2016-01,Eagle,258266.0,Medical
2016-01,Eagle,1214652.0,Recreational
2016-01,El Paso,7124874.0,Medical
2016-01,El Paso,,Recreational
2016-01,Fremont,160049.0,Medical
2016-01,Garfield,342951.0,Medical
2016-01,Garfield,821090.0,Recreational
2016-01,Gilpin,,Medical
2016-01,Gilpin,136475.0,Recreational
2016-01,Grand,,Medical
2016-01,Grand,287813.0,Recreational
2016-01,Gunnison,,Medical
2016-01,Gunnison,400086.0,Recreational
2016-01,Huerfano,,Recreational
2016-01,Jefferson,1624527.0,Medical
2016-01,Jefferson,3020022.0,Recreational
2016-01,La Plata,364582.0,Medical
2016-01,La Plata,1396817.0,Recreational
2016-01,Lake,,Recreational
2016-01,Larimer,1310553.0,Medical
2016-01,Larimer,2708125.0,Recreational
2016-01,Las Animas,,Medical
2016-01,Las Animas,922872.0,Recreational
2016-01,Mesa,,Medical
2016-01,Mesa,,Recreational
2016-01,Moffat,,Medical
2016-01,Montezuma,79330.0,Medical
2016-01,Montezuma,532773.0,Recreational
2016-01,Montrose,,Medical
2016-01,Morgan,,Medical
2016-01,Morgan,,Recreational
2016-01,Ouray,,Medical
2016-01,Ouray,,Recreational
2016-01,Park,,Medical
2016-01,Park,187006.0,Recreational
2016-01,Pitkin,93239.0,Medical
2016-01,Pitkin,1008558.0,Recreational
2016-01,Pueblo,822153.0,Medical
2016-01,Pueblo,1466234.0,Recreational
2016-01,Routt,203373.0,Medical
2016-01,Routt,792416.0,Recreational
2016-01,Saguache,,Recreational
2016-01,San Juan,,Recreational
2016-01,San Miguel,,Medical
2016-01,San Miguel,385569.0,Recreational
2016-01,Sedgwick,,Medical
2016-01,Sedgwick,,Recreational
2016-01,Summit,228510.0,Medical
2016-01,Summit,2338782.0,Recreational
2016-01,Teller,,Medical
2016-01,Weld,356636.0,Medical
2016-01,Weld,1793538.0,Recreational
2016-02,Adams,331503.0,Medical
2016-02,Adams,2597102.0,Recreational
2016-02,Alamosa,,Medical
2016-02,Arapahoe,1502406.0,Medical
2016-02,Arapahoe,6229934.0,Recreational
2016-02,Archuleta,,Medical
2016-02,Archuleta,,Recreational
2016-02,Boulder,2517617.0,Medical
2016-02,Boulder,4477304.0,Recreational
2016-02,Chaffee,,Medical
2016-02,Chaffee,281840.0,Recreational
2016-02,Clear Creek,89373.0,Medical
2016-02,Clear Creek,535811.0,Recreational
2016-02,Conejos,163449.0,Recreational
2016-02,Costilla,,Medical
2016-02,Costilla,153417.0,Recreational
2016-02,Denver,15302180.0,Medical
2016-02,Denver,19129746.0,Recreational
2016-02,Eagle,234659.0,Medical
2016-02,Eagle,1176777.0,Recreational
2016-02,El Paso,7548713.0,Medical
2016-02,El Paso,,Recreational
2016-02,Fremont,,Medical
2016-02,Garfield,386348.0,Medical
2016-02,Garfield,860185.0,Recreational
2016-02,Gilpin,,Medical
2016-02,Gilpin,172887.0,Recreational
2016-02,Grand,,Medical
2016-02,Grand,279018.0,Recreational
2016-02,Gunnison,,Medical
2016-02,Gunnison,413264.0,Recreational
2016-02,Huerfano,,Recreational
2016-02,Jefferson,1589401.0,Medical
2016-02,Jefferson,2970642.0,Recreational
2016-02,La Plata,360382.0,Medical
2016-02,La Plata,1484507.0,Recreational
2016-02,Lake,,Recreational
2016-02,Larimer,1341468.0,Medical
2016-02,Larimer,2878307.0,Recreational
2016-02,Las Animas,,Medical
2016-02,Las Animas,1012648.0,Recreational
2016-02,Mesa,,Medical
2016-02,Mesa,,Recreational
2016-02,Moffat,,Medical
2016-02,Montezuma,102860.0,Medical
2016-02,Montezuma,600808.0,Recreational
2016-02,Montrose,,Medical
2016-02,Morgan,,Medical
2016-02,Morgan,,Recreational
2016-02,Ouray,,Medical
2016-02,Ouray,,Recreational
2016-02,Park,,Medical
2016-02,Park,176302.0,Recreational
2016-02,Pitkin,95627.0,Medical
2016-02,Pitkin,964350.0,Recreational
2016-02,Pueblo,980275.0,Medical
2016-02,Pueblo,1686427.0,Recreational
2016-02,Routt,193928.0,Medical
2016-02,Routt,772020.0,Recreational
2016-02,Saguache,,Recreational
2016-02,San Juan,,Recreational
2016-02,San Miguel,46544.0,Medical
2016-02,San Miguel,339892.0,Recreational
2016-02,Sedgwick,,Medical
2016-02,Sedgwick,,Recreational
2016-02,Summit,212147.0,Medical
2016-02,Summit,2116576.0,Recreational
2016-02,Teller,,Medical
2016-02,Weld,395983.0,Medical
2016-02,Weld,1866786.0,Recreational
2016-03,Adams,347344.0,Medical
2016-03,Adams,2909379.0,Recreational
2016-03,Alamosa,,Medical
2016-03,Arapahoe,1601551.0,Medical
2016-03,Arapahoe,7112616.0,Recreational
2016-03,Archuleta,,Medical
2016-03,Archuleta,,Recreational
2016-03,Boulder,2718254.0,Medical
2016-03,Boulder,5138199.0,Recreational
2016-03,Chaffee,,Medical
2016-03,Chaffee,350973.0,Recreational
2016-03,Clear Creek,87829.0,Medical
2016-03,Clear Creek,561094.0,Recreational
2016-03,Conejos,211950.0,Recreational
2016-03,Costilla,,Medical
2016-03,Costilla,195952.0,Recreational
2016-03,Denver,17353519.0,Medical
2016-03,Denver,21459311.0,Recreational
2016-03,Eagle,264913.0,Medical
2016-03,Eagle,1283537.0,Recreational
2016-03,El Paso,8537583.0,Medical
2016-03,El Paso,,Recreational
2016-03,Fremont,207942.0,Medical
2016-03,Garfield,425553.0,Medical
2016-03,Garfield,1095523.0,Recreational
2016-03,Gilpin,,Medical
2016-03,Gilpin,188204.0,Recreational
2016-03,Grand,,Medical
2016-03,Grand,360353.0,Recreational
2016-03,Gunnison,,Medical
2016-03,Gunnison,490823.0,Recreational
2016-03,Huerfano,,Recreational
2016-03,Jefferson,1715396.0,Medical
2016-03,Jefferson,3327498.0,Recreational
2016-03,La Plata,404686.0,Medical
2016-03,La Plata,1679875.0,Recreational
2016-03,Lake,,Recreational
2016-03,Larimer,1401215.0,Medical
2016-03,Larimer,3197373.0,Recreational
2016-03,Las Animas,,Medical
2016-03,Las Animas,1284687.0,Recreational
2016-03,Mesa,,Medical
2016-03,Mesa,,Recreational
2016-03,Moffat,,Medical
2016-03,Montezuma,102939.0,Medical
2016-03,Montezuma,728890.0,Recreational
2016-03,Montrose,,Medical
2016-03,Morgan,,Medical
2016-03,Morgan,,Recreational
2016-03,Ouray,,Medical
2016-03,Ouray,,Recreational
2016-03,Park,,Medical
2016-03,Park,229022.0,Recreational
2016-03,Pitkin,103033.0,Medical
2016-03,Pitkin,1082334.0,Recreational
2016-03,Pueblo,1240646.0,Medical
2016-03,Pueblo,2074591.0,Recreational
2016-03,Routt,220567.0,Medical
2016-03,Routt,759132.0,Recreational
2016-03,Saguache,,Recreational
2016-03,San Juan,,Recreational
2016-03,San Miguel,,Medical
2016-03,San Miguel,,Recreational
2016-03,Sedgwick,,Medical
2016-03,Sedgwick,,Recreational
2016-03,Summit,,Medical
2016-03,Summit,2395692.0,Recreational
2016-03,Teller,,Medical
2016-03,Weld,,Medical
2016-03,Weld,2034731.0,Recreational
2016-04,Adams,387146.0,Medical
2016-04,Adams,3187313.0,Recreational
2016-04,Alamosa,,Medical
2016-04,Arapahoe,1682301.0,Medical
2016-04,Arapahoe,7531661.0,Recreational
2016-04,Archuleta,,Medical
2016-04,Archuleta,,Recreational
2016-04,Boulder,2706731.0,Medical
2016-04,Boulder,5082136.0,Recreational
2016-04,Chaffee,,Medical
2016-04,Chaffee,300638.0,Recreational
2016-04,Clear Creek,80570.0,Medical
2016-04,Clear Creek,423714.0,Recreational
2016-04,Conejos,221411.0,Recreational
2016-04,Costilla,,Medical
2016-04,Costilla,184198.0,Recreational
2016-04,Denver,17690729.0,Medical
2016-04,Denver,22606396.0,Recreational
2016-04,Eagle,231691.0,Medical
2016-04,Eagle,820436.0,Recreational
2016-04,El Paso,8357949.0,Medical
2016-04,El Paso,,Recreational
2016-04,Fremont,217581.0,Medical
2016-04,Garfield,468925.0,Medical
2016-04,Garfield,1153014.0,Recreational
2016-04,Gilpin,,Medical
2016-04,Gilpin,190800.0,Recreational
2016-04,Grand,,Medical
2016-04,Grand,233601.0,Recreational
2016-04,Gunnison,,Medical
2016-04,Gunnison,325678.0,Recreational
2016-04,Huerfano,,Recreational
2016-04,Jefferson,1727954.0,Medical
2016-04,Jefferson,3572554.0,Recreational
2016-04,La Plata,410448.0,Medical
2016-04,La Plata,1598561.0,Recreational
2016-04,Lake,,Recreational
2016-04,Larimer,1388304.0,Medical
2016-04,Larimer,3233416.0,Recreational
2016-04,Las Animas,,Medical
2016-04,Las Animas,1258520.0,Recreational
2016-04,Mesa,,Medical
2016-04,Mesa,,Recreational
2016-04,Moffat,,Medical
2016-04,Montezuma,114171.0,Medical
2016-04,Montezuma,727306.0,Recreational
2016-04,Montrose,,Medical
2016-04,Morgan,,Medical
2016-04,Morgan,,Recreational
2016-04,Ouray,,Medical
2016-04,Ouray,,Recreational
2016-04,Park,,Medical
2016-04,Park,199423.0,Recreational
2016-04,Pitkin,88482.0,Medical
2016-04,Pitkin,501414.0,Recreational
2016-04,Pueblo,1248985.0,Medical
2016-04,Pueblo,2069169.0,Recreational
2016-04,Routt,188783.0,Medical
2016-04,Routt,550366.0,Recreational
2016-04,Saguache,,Recreational
2016-04,San Juan,,Recreational
2016-04,San Miguel,44771.0,Medical
2016-04,San Miguel,138111.0,Recreational
2016-04,Sedgwick,,Medical
2016-04,Sedgwick,,Recreational
2016-04,Summit,201583.0,Medical
2016-04,Summit,1391044.0,Recreational
2016-04,Teller,,Medical
2016-04,Weld,425780.0,Medical
2016-04,Weld,2029498.0,Recreational
2016-05,Adams,391906.0,Medical
2016-05,Adams,3360096.0,Recreational
2016-05,Alamosa,,Medical
2016-05,Arapahoe,1511924.0,Medical
2016-05,Arapahoe,7426175.0,Recreational
2016-05,Archuleta,,Medical
2016-05,Archuleta,,Recreational
2016-05,Boulder,2436555.0,Medical
2016-05,Boulder,5315292.0,Recreational
2016-05,Chaffee,,Medical
2016-05,Chaffee,333276.0,Recreational
2016-05,Clear Creek,83258.0,Medical
2016-05,Clear Creek,452848.0,Recreational
2016-05,Conejos,257716.0,Recreational
2016-05,Costilla,,Medical
2016-05,Costilla,223862.0,Recreational
2016-05,Denver,17833330.0,Medical
2016-05,Denver,21615189.0,Recreational
2016-05,Eagle,194685.0,Medical
2016-05,Eagle,650881.0,Recreational
2016-05,El Paso,8343490.0,Medical
2016-05,El Paso,,Recreational
2016-05,Fremont,207499.0,Medical
2016-05,Garfield,526740.0,Medical
2016-05,Garfield,1210134.0,Recreational
2016-05,Gilpin,,Medical
2016-05,Gilpin,225826.0,Recreational
2016-05,Grand,,Medical
2016-05,Grand,189787.0,Recreational
2016-05,Gunnison,,Medical
2016-05,Gunnison,344705.0,Recreational
2016-05,Huerfano,,Recreational
2016-05,Jefferson,1679965.0,Medical
2016-05,Jefferson,3572041.0,Recreational
2016-05,La Plata,400259.0,Medical
2016-05,La Plata,1740113.0,Recreational
2016-05,Lake,147684.0,Recreational
2016-05,Larimer,1292029.0,Medical
2016-05,Larimer,3465166.0,Recreational
2016-05,Las Animas,,Medical
2016-05,Las Animas,1456567.0,Recreational
2016-05,Mesa,,Medical
2016-05,Mesa,,Recreational
2016-05,Moffat,,Medical
2016-05,Montezuma,100642.0,Medical
2016-05,Montezuma,842550.0,Recreational
2016-05,Montrose,,Medical
2016-05,Morgan,,Medical
2016-05,Morgan,543167.0,Recreational
2016-05,Ouray,,Medical
2016-05,Ouray,325887.0,Recreational
2016-05,Park,,Medical
2016-05,Park,237775.0,Recreational
2016-05,Pitkin,80601.0,Medical
2016-05,Pitkin,392581.0,Recreational
2016-05,Pueblo,1262557.0,Medical
2016-05,Pueblo,2184317.0,Recreational
2016-05,Routt,,Medical
2016-05,Routt,514632.0,Recreational
2016-05,Saguache,,Recreational
2016-05,San Juan,,Recreational
2016-05,San Miguel,37042.0,Medical
2016-05,San Miguel,157740.0,Recreational
2016-05,Sedgwick,,Medical
2016-05,Sedgwick,,Recreational
2016-05,Summit,161710.0,Medical
2016-05,Summit,991298.0,Recreational
2016-05,Teller,,Medical
2016-05,Weld,360773.0,Medical
2016-05,Weld,2043048.0,Recreational
2016-06,Adams,379841.0,Medical
2016-06,Adams,3434567.0,Recreational
2016-06,Alamosa,,Medical
2016-06,Arapahoe,1485581.0,Medical
2016-06,Arapahoe,7565406.0,Recreational
2016-06,Archuleta,,Medical
2016-06,Archuleta,,Recreational
2016-06,Boulder,2271053.0,Medical
2016-06,Boulder,5541278.0,Recreational
2016-06,Chaffee,,Medical
2016-06,Chaffee,455848.0,Recreational
2016-06,Clear Creek,68418.0,Medical
2016-06,Clear Creek,553669.0,Recreational
2016-06,Conejos,332403.0,Recreational
2016-06,Costilla,,Medical
2016-06,Costilla,265269.0,Recreational
2016-06,Denver,18632737.0,Medical
2016-06,Denver,21841675.0,Recreational
2016-06,Eagle,211161.0,Medical
2016-06,Eagle,842569.0,Recreational
2016-06,El Paso,8443101.0,Medical
2016-06,El Paso,,Recreational
2016-06,Fremont,212028.0,Medical
2016-06,Garfield,426581.0,Medical
2016-06,Garfield,1333408.0,Recreational
2016-06,Gilpin,,Medical
2016-06,Gilpin,243952.0,Recreational
2016-06,Grand,,Medical
2016-06,Grand,261059.0,Recreational
2016-06,Gunnison,,Medical
2016-06,Gunnison,479935.0,Recreational
2016-06,Huerfano,,Recreational
2016-06,Jefferson,1538630.0,Medical
2016-06,Jefferson,3753947.0,Recreational
2016-06,La Plata,441148.0,Medical
2016-06,La Plata,1939519.0,Recreational
2016-06,Lake,206574.0,Recreational
2016-06,Larimer,1222737.0,Medical
2016-06,Larimer,3648840.0,Recreational
2016-06,Las Animas,,Medical
2016-06,Las Animas,1622815.0,Recreational
2016-06,Mesa,,Medical
2016-06,Mesa,,Recreational
2016-06,Moffat,,Medical
2016-06,Montezuma,96553.0,Medical
2016-06,Montezuma,914168.0,Recreational
2016-06,Montrose,,Medical
2016-06,Morgan,,Medical
2016-06,Morgan,549251.0,Recreational
2016-06,Ouray,,Medical
2016-06,Ouray,,Recreational
2016-06,Park,,Medical
2016-06,Park,299449.0,Recreational
2016-06,Pitkin,94197.0,Medical
2016-06,Pitkin,673427.0,Recreational
2016-06,Pueblo,1386239.0,Medical
2016-06,Pueblo,2365115.0,Recreational
2016-06,Routt,140614.0,Medical
2016-06,Routt,649366.0,Recreational
2016-06,Saguache,,Recreational
2016-06,San Juan,,Recreational
2016-06,San Miguel,43855.0,Medical
2016-06,San Miguel,329083.0,Recreational
2016-06,Sedgwick,,Medical
2016-06,Sedgwick,,Recreational
2016-06,Summit,153626.0,Medical
2016-06,Summit,1253529.0,Recreational
2016-06,Teller,,Medical
2016-06,Weld,301573.0,Medical
2016-06,Weld,2024804.0,Recreational
2016-07,Adams,407856.0,Medical
2016-07,Adams,4154813.0,Recreational
2016-07,Alamosa,,Medical
2016-07,Arapahoe,1544755.0,Medical
2016-07,Arapahoe,8738376.0,Recreational
2016-07,Archuleta,,Medical
2016-07,Archuleta,,Recreational
2016-07,Boulder,2288359.0,Medical
2016-07,Boulder,6365624.0,Recreational
2016-07,Chaffee,,Medical
2016-07,Chaffee,,Recreational
2016-07,Clear Creek,69153.0,Medical
2016-07,Clear Creek,672704.0,Recreational
2016-07,Conejos,436196.0,Recreational
2016-07,Costilla,,Medical
2016-07,Costilla,383906.0,Recreational
2016-07,Denver,19516909.0,Medical
2016-07,Denver,25938973.0,Recreational
2016-07,Eagle,203569.0,Medical
2016-07,Eagle,1111856.0,Recreational
2016-07,El Paso,9016410.0,Medical
2016-07,El Paso,,Recreational
2016-07,Fremont,229800.0,Medical
2016-07,Garfield,443929.0,Medical
2016-07,Garfield,1628885.0,Recreational
2016-07,Gilpin,,Medical
2016-07,Gilpin,267260.0,Recreational
2016-07,Grand,,Medical
2016-07,Grand,381080.0,Recreational
2016-07,Gunnison,,Medical
2016-07,Gunnison,459794.0,Recreational
2016-07,Huerfano,,Recreational
2016-07,Jefferson,1706015.0,Medical
2016-07,Jefferson,4318330.0,Recreational
2016-07,La Plata,429948.0,Medical
2016-07,La Plata,2306604.0,Recreational
2016-07,Lake,274691.0,Recreational
2016-07,Larimer,1355537.0,Medical
2016-07,Larimer,4181160.0,Recreational
2016-07,Las Animas,,Medical
2016-07,Las Animas,2179979.0,Recreational
2016-07,Mesa,,Medical
2016-07,Mesa,,Recreational
2016-07,Moffat,,Medical
2016-07,Montezuma,104162.0,Medical
2016-07,Montezuma,1187679.0,Recreational
2016-07,Montrose,,Medical
2016-07,Morgan,,Medical
2016-07,Morgan,634140.0,Recreational
2016-07,Ouray,,Medical
2016-07,Ouray,505470.0,Recreational
2016-07,Park,,Medical
2016-07,Park,381198.0,Recreational
2016-07,Pitkin,97253.0,Medical
2016-07,Pitkin,1062245.0,Recreational
2016-07,Pueblo,1351605.0,Medical
2016-07,Pueblo,2995085.0,Recreational
2016-07,Routt,157223.0,Medical
2016-07,Routt,882414.0,Recreational
2016-07,Saguache,,Recreational
2016-07,San Juan,,Recreational
2016-07,San Miguel,43759.0,Medical
2016-07,San Miguel,446217.0,Recreational
2016-07,Sedgwick,,Medical
2016-07,Sedgwick,,Recreational
2016-07,Summit,170367.0,Medical
2016-07,Summit,1760408.0,Recreational
2016-07,Teller,,Medical
2016-07,Weld,335697.0,Medical
2016-07,Weld,2381224.0,Recreational
2016-08,Adams,405729.0,Medical
2016-08,Adams,4444010.0,Recreational
2016-08,Alamosa,,Medical
2016-08,Arapahoe,1587942.0,Medical
2016-08,Arapahoe,9084765.0,Recreational
2016-08,Archuleta,,Medical
2016-08,Archuleta,,Recreational
2016-08,Boulder,2346058.0,Medical
2016-08,Boulder,6420613.0,Recreational
2016-08,Chaffee,,Medical
2016-08,Chaffee,,Recreational
2016-08,Clear Creek,90213.0,Medical
2016-08,Clear Creek,660536.0,Recreational
2016-08,Conejos,424132.0,Recreational
2016-08,Costilla,,Medical
2016-08,Costilla,369689.0,Recreational
2016-08,Denver,20203873.0,Medical
2016-08,Denver,27642402.0,Recreational
2016-08,Eagle,207938.0,Medical
2016-08,Eagle,1120217.0,Recreational
2016-08,El Paso,9379173.0,Medical
2016-08,El Paso,,Recreational
2016-08,Fremont,241413.0,Medical
2016-08,Garfield,492910.0,Medical
2016-08,Garfield,1712513.0,Recreational
2016-08,Gilpin,,Medical
2016-08,Gilpin,284116.0,Recreational
2016-08,Grand,,Medical
2016-08,Grand,401001.0,Recreational
2016-08,Gunnison,,Medical
2016-08,Gunnison,477649.0,Recreational
2016-08,Huerfano,,Recreational
2016-08,Jefferson,1704885.0,Medical
2016-08,Jefferson,4468831.0,Recreational
2016-08,La Plata,447191.0,Medical
2016-08,La Plata,2212954.0,Recreational
2016-08,Lake,297877.0,Recreational
2016-08,Larimer,1416132.0,Medical
2016-08,Larimer,4318202.0,Recreational
2016-08,Las Animas,,Medical
2016-08,Las Animas,2193813.0,Recreational
2016-08,Mesa,,Medical
2016-08,Mesa,,Recreational
2016-08,Moffat,,Medical
2016-08,Montezuma,88650.0,Medical
2016-08,Montezuma,1297984.0,Recreational
2016-08,Montrose,,Medical
2016-08,Morgan,,Medical
2016-08,Morgan,,Recreational
2016-08,Ouray,,Medical
2016-08,Ouray,492384.0,Recreational
2016-08,Park,,Medical
2016-08,Park,378230.0,Recreational
2016-08,Pitkin,101521.0,Medical
2016-08,Pitkin,1017858.0,Recreational
2016-08,Pueblo,945662.0,Medical
2016-08,Pueblo,2940830.0,Recreational
2016-08,Routt,171608.0,Medical
2016-08,Routt,888583.0,Recreational
2016-08,Saguache,,Recreational
2016-08,San Juan,,Recreational
2016-08,San Miguel,47479.0,Medical
2016-08,San Miguel,411794.0,Recreational
2016-08,Sedgwick,,Medical
2016-08,Sedgwick,,Recreational
2016-08,Summit,165787.0,Medical
2016-08,Summit,1702918.0,Recreational
2016-08,Teller,,Medical
2016-08,Weld,340391.0,Medical
2016-08,Weld,2444651.0,Recreational
2016-09,Adams,412289.0,Medical
2016-09,Adams,4668880.0,Recreational
2016-09,Alamosa,,Medical
2016-09,Arapahoe,1493979.0,Medical
2016-09,Arapahoe,9183907.0,Recreational
2016-09,Archuleta,,Medical
2016-09,Archuleta,,Recreational
2016-09,Boulder,2337601.0,Medical
2016-09,Boulder,6306894.0,Recreational
2016-09,Chaffee,,Medical
2016-09,Chaffee,489993.0,Recreational
2016-09,Clear Creek,76291.0,Medical
2016-09,Clear Creek,608871.0,Recreational
2016-09,Conejos,435435.0,Recreational
2016-09,Costilla,,Medical
2016-09,Costilla,342066.0,Recreational
2016-09,Denver,19190347.0,Medical
2016-09,Denver,29423313.0,Recreational
2016-09,Eagle,191615.0,Medical
2016-09,Eagle,995070.0,Recreational
2016-09,El Paso,9387013.0,Medical
2016-09,El Paso,,Recreational
2016-09,Fremont,239079.0,Medical
2016-09,Garfield,425704.0,Medical
2016-09,Garfield,1754542.0,Recreational
2016-09,Gilpin,,Medical
2016-09,Gilpin,300505.0,Recreational
2016-09,Grand,,Medical
2016-09,Grand,,Recreational
2016-09,Gunnison,,Medical
2016-09,Gunnison,627401.0,Recreational
2016-09,Huerfano,,Recreational
2016-09,Jefferson,1611356.0,Medical
2016-09,Jefferson,4537417.0,Recreational
2016-09,La Plata,442682.0,Medical
2016-09,La Plata,2226213.0,Recreational
2016-09,Lake,251980.0,Recreational
2016-09,Larimer,1335581.0,Medical
2016-09,Larimer,4343498.0,Recreational
2016-09,Las Animas,,Medical
2016-09,Las Animas,2485885.0,Recreational
2016-09,Mesa,,Medical
2016-09,Mesa,,Recreational
2016-09,Moffat,,Medical
2016-09,Montezuma,84028.0,Medical
2016-09,Montezuma,1439910.0,Recreational
2016-09,Montrose,,Medical
2016-09,Morgan,,Medical
2016-09,Morgan,652609.0,Recreational
2016-09,Ouray,,Medical
2016-09,Ouray,515896.0,Recreational
2016-09,Park,,Medical
2016-09,Park,359173.0,Recreational
2016-09,Pitkin,79255.0,Medical
2016-09,Pitkin,852785.0,Recreational
2016-09,Pueblo,924444.0,Medical
2016-09,Pueblo,3140055.0,Recreational
2016-09,Routt,,Medical
2016-09,Routt,835572.0,Recreational
2016-09,Saguache,,Recreational
2016-09,San Juan,,Recreational
2016-09,San Miguel,52220.0,Medical
2016-09,San Miguel,437620.0,Recreational
2016-09,Sedgwick,,Medical
2016-09,Sedgwick,,Recreational
2016-09,Summit,142523.0,Medical
2016-09,Summit,1412253.0,Recreational
2016-09,Teller,,Medical
2016-09,Weld,356553.0,Medical
2016-09,Weld,2567248.0,Recreational
2016-10,Adams,416490.0,Medical
2016-10,Adams,4578245.0,Recreational
2016-10,Alamosa,,Medical
2016-10,Arapahoe,1472572.0,Medical
2016-10,Arapahoe,8954428.0,Recreational
2016-10,Archuleta,,Medical
2016-10,Archuleta,,Recreational
2016-10,Boulder,2202702.0,Medical
2016-10,Boulder,5993882.0,Recreational
2016-10,Chaffee,,Medical
2016-10,Chaffee,352254.0,Recreational
2016-10,Clear Creek,69509.0,Medical
2016-10,Clear Creek,486814.0,Recreational
2016-10,Conejos,380038.0,Recreational
2016-10,Costilla,,Medical
2016-10,Costilla,265876.0,Recreational
2016-10,Denver,17196445.0,Medical
2016-10,Denver,28578229.0,Recreational
2016-10,Eagle,173346.0,Medical
2016-10,Eagle,852099.0,Recreational
2016-10,El Paso,8569109.0,Medical
2016-10,El Paso,,Recreational
2016-10,Fremont,189039.0,Medical
2016-10,Garfield,342751.0,Medical
2016-10,Garfield,1608072.0,Recreational
2016-10,Gilpin,,Medical
2016-10,Gilpin,253131.0,Recreational
2016-10,Grand,,Medical
2016-10,Grand,258512.0,Recreational
2016-10,Gunnison,,Medical
2016-10,Gunnison,481440.0,Recreational
2016-10,Huerfano,,Recreational
2016-10,Jefferson,1637140.0,Medical
2016-10,Jefferson,4226976.0,Recreational
2016-10,La Plata,376178.0,Medical
2016-10,La Plata,1954316.0,Recreational
2016-10,Lake,198027.0,Recreational
2016-10,Larimer,1303215.0,Medical
2016-10,Larimer,4204839.0,Recreational
2016-10,Las Animas,,Medical
2016-10,Las Animas,2343718.0,Recreational
2016-10,Mesa,,Medical
2016-10,Mesa,,Recreational
2016-10,Moffat,,Medical
2016-10,Montezuma,65684.0,Medical
2016-10,Montezuma,1412949.0,Recreational
2016-10,Montrose,,Medical
2016-10,Morgan,,Medical
